scorer,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310,DLC_Resnet50_MAIN-SIDE #1Jun10shuffle1_snapshot_best-310
bodyparts,toe,toe,toe,MTP,MTP,MTP,ankle,ankle,ankle,knee,knee,knee,hip,hip,hip,iliac_crest,iliac_crest,iliac_crest
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1157,559.1165,179.4587,0.7963714,544.97485,161.87714,0.7247804,536.11584,124.10724,0.933602,603.60706,119.382904,0.4081207,592.29395,76.39279,0.8119473,615.75836,65.27434,0.77351505
1158,579.59753,179.43985,0.9740368,562.4329,159.41443,0.84897107,547.7314,123.05195,0.9831093,632.2421,118.64285,0.47597387,601.3716,75.482666,0.83170265,625.0047,65.55877,0.78118896
1159,592.587,180.18616,1.0,572.61127,157.88683,0.98058754,558.67474,124.295494,0.9286857,628.58105,118.46827,0.46316215,608.78906,75.65882,0.9014444,632.91766,67.42475,0.77855974
1160,603.7268,178.20947,0.8249993,587.0463,158.53487,0.9739969,569.4238,128.23677,0.92350066,644.6932,121.65567,0.6956939,615.10565,76.331,0.9439097,640.8138,68.503975,0.91771305
1161,612.1786,177.46954,0.549576,598.0585,160.13547,0.83295953,577.64844,128.0561,0.99076116,654.17676,122.891235,0.8158477,622.9772,78.75962,0.8709148,646.828,69.10387,0.87549454
1162,631.54175,184.20764,0.51326585,614.4978,163.70273,0.8420776,592.3405,133.1631,1.0,666.83484,125.21798,0.79406214,634.26526,78.44707,0.8490996,658.30493,70.53988,0.98278266
1163,651.70013,187.78337,0.8051847,629.08765,170.82726,0.89698744,606.69543,140.6929,0.98539126,683.1112,123.86817,0.8269205,641.8966,80.57406,0.86531824,666.3356,71.76337,0.88184965
1164,665.12604,190.98589,1.0,641.1374,174.01634,0.855731,617.8486,146.09059,1.0,692.8918,124.73508,0.8937573,651.65784,81.37278,0.9757019,678.5278,71.552826,0.91176254
1165,682.847,186.123,0.76115346,658.2832,175.4771,0.8693105,625.4789,151.8405,1.0,702.81903,124.807175,1.0,663.0564,82.82321,0.9924319,687.59863,72.16948,0.8772329
1166,703.6734,183.39445,0.70019597,676.141,175.17368,0.6882637,634.4648,155.76482,1.0,714.5806,125.06823,0.94361496,670.5658,83.63103,0.97903484,696.14874,72.23293,0.87408745
1167,717.5831,183.48593,0.8967289,690.86346,173.59146,0.99209267,653.907,157.07246,0.99879354,723.73254,127.56469,0.9623011,680.75385,83.42234,0.97321314,704.8642,72.33225,0.887946
1168,730.8204,181.17151,1.0,703.79315,173.73782,0.93193954,669.619,158.62817,0.99859786,736.0498,125.83859,0.9703051,687.5945,83.29909,0.90230304,711.7839,71.732574,0.8527918
1169,746.65027,179.31534,1.0,719.79443,174.12592,0.91191596,683.3186,161.1936,0.9997146,742.9837,125.994995,0.8658784,697.7515,81.650055,0.8417111,721.3187,70.71979,0.8152977
1170,762.09894,177.95615,1.0,734.79443,173.59077,1.0,697.5407,163.1759,1.0,754.04944,122.558556,0.75175756,706.56665,78.978455,1.0,730.18286,67.48483,0.89114475
1171,776.9241,177.0901,0.96808255,749.4006,173.81345,1.0,711.2105,164.0772,1.0,763.6799,121.62862,0.7301453,717.143,77.19809,0.97363776,742.3119,66.74642,0.9088251
1172,791.39514,176.63873,1.0,763.9856,174.99431,0.960936,724.81696,163.44006,1.0,769.7746,119.517395,0.8563332,725.8145,76.874626,1.0,750.7054,66.06335,0.96829
1173,807.4821,177.70396,1.0,778.8719,175.81322,0.97198856,736.15656,161.9479,1.0,780.3255,115.15321,0.80536395,733.6398,76.1428,1.0,760.0349,64.25324,0.91629887
1174,821.0604,181.06451,1.0,792.17194,179.05785,0.96357876,750.35266,164.01064,1.0,790.4978,113.44591,0.76794106,741.4824,75.0496,1.0,765.84326,62.846935,1.0
1175,832.83105,184.433,0.7728062,804.043,182.19609,0.9348597,764.56244,166.40814,1.0,802.7833,113.90742,0.83908945,748.90576,74.15196,1.0,773.08154,60.956512,0.96515286
1176,843.01526,186.20775,0.6360522,815.46674,185.36925,0.89281744,776.3565,169.73105,0.93987375,811.5472,113.94869,0.8305949,756.9889,73.77534,1.0,783.0888,59.65687,1.0
1177,842.79724,191.41832,0.8149449,816.11163,191.02647,1.0,781.9264,170.81267,1.0,826.89886,114.42592,0.6249823,763.96436,73.238884,1.0,789.65985,58.981266,0.87906694
1178,842.333,191.89278,0.9303853,812.8636,192.20676,0.9332608,783.755,171.99951,1.0,832.58984,116.955696,0.8025163,773.1662,73.538445,1.0,801.18304,60.100586,0.96819663
1179,843.07025,192.68445,0.93055505,813.29846,192.6587,0.96415687,784.191,173.06859,1.0,843.0291,120.02162,0.73909265,781.22656,75.63572,1.0,808.58954,62.70204,0.871644
1180,843.6839,192.45438,0.9055659,814.92755,192.13885,1.0,783.95935,171.19507,1.0,845.37836,121.48841,0.9073146,788.1471,77.712135,0.97493047,815.73456,63.863625,0.93658787
1181,844.821,191.94853,0.9318897,815.5746,191.89738,1.0,785.0808,170.91805,0.9897078,852.41486,120.44833,0.97854906,794.434,80.45195,0.9142392,823.8243,66.72771,0.96634734
1182,845.8085,190.71498,0.93993044,817.38477,191.2824,1.0,788.6937,169.32202,1.0,859.54944,123.00481,0.9932355,802.38617,79.943596,0.9261918,829.60364,67.981834,1.0
1183,845.3286,191.1242,0.96646446,817.2903,191.56616,1.0,790.71533,166.91565,1.0,867.36383,128.26079,0.8883962,809.8797,81.39709,0.9640874,838.44995,69.0577,0.9422666
1184,845.80365,190.86111,0.9344644,818.1789,191.87862,1.0,793.42596,166.22652,1.0,871.05365,129.71283,0.87513334,817.3639,82.72783,0.9940859,844.51843,70.18976,1.0
1185,844.9632,191.07687,0.777291,818.6393,191.87428,1.0,794.88605,165.41185,1.0,877.8753,128.9618,0.76756126,826.01276,83.4714,0.9362115,853.54175,71.37509,0.8846213
1186,843.89215,191.23573,0.94383115,818.68634,191.8839,1.0,796.1776,163.33647,1.0,884.5437,133.38905,0.6520618,836.8335,84.09262,0.958808,862.81384,71.84681,0.8684838
1187,847.479,190.20741,0.99406534,820.3665,192.1121,1.0,799.26025,161.82408,1.0,894.233,134.868,0.5051872,846.3517,83.19219,0.94642335,875.3579,72.036064,0.90607846
1188,845.4631,192.0275,0.89110166,821.20917,191.95679,1.0,802.41815,160.61435,1.0,905.5763,131.29794,0.4949826,855.61505,84.100914,0.95508903,883.54663,71.969,0.9308312
1189,845.0093,191.72952,0.7817855,821.1196,191.68234,1.0,805.00397,157.92415,1.0,913.58673,131.05055,0.36041108,864.4232,83.63659,0.8612152,891.9161,72.09443,0.88208634
1190,845.683,191.55557,0.88245815,821.08484,190.82977,1.0,809.6715,155.80278,1.0,910.7114,128.31636,0.40440947,872.2406,84.16699,0.97654957,899.3612,71.23502,0.93935907
1191,846.7867,190.98692,0.76849896,821.8166,190.053,0.9690513,814.3572,153.4812,0.97893596,888.88855,129.23041,0.46835387,880.2398,83.918,0.8888936,909.35016,71.42201,0.9388062
1192,846.91046,190.11804,0.6107511,822.7385,188.37398,0.8616618,817.8422,152.15654,0.91594565,927.10333,119.51448,0.34791285,889.4869,82.633995,0.9477042,915.16156,69.9552,0.95031756
1193,847.29767,189.25839,0.59976625,823.7157,186.6412,0.78832424,822.75995,148.88315,0.9981015,944.9132,121.4168,0.38437843,896.9002,83.40106,0.8887599,925.8014,68.583916,0.8828194
1194,848.4773,188.60956,0.7592229,823.58936,184.77863,0.7685982,827.6404,145.66571,1.0,949.7072,116.92157,0.3735454,904.17206,81.19416,0.96661085,931.76483,67.10414,0.8960738
1195,848.4137,188.77536,0.7070307,824.4039,183.61125,0.71306926,831.8907,144.765,0.986235,959.9483,105.98657,0.21478324,910.9763,79.75293,0.70887274,940.15936,63.8544,0.7494989
1196,847.50836,190.59137,0.5059178,826.8395,182.14539,0.6106882,841.8281,144.27675,0.9810276,926.0324,116.29406,0.32881975,917.05975,77.50584,0.9884408,944.3599,64.42633,0.8655812
1197,847.562,191.8427,0.525369,830.01154,179.86836,0.6242251,847.1426,143.13997,0.9906985,970.12036,104.26738,0.23934735,926.13904,73.22408,0.9200953,957.17645,61.24032,0.8064218
1198,846.95807,192.91722,0.57236177,832.5587,175.92943,0.5085617,858.89984,141.89577,1.0,984.29877,101.97737,0.32945496,933.32935,72.15856,0.81926817,962.2435,59.937637,0.87607175
1199,847.9734,193.3353,0.4053814,925.8371,147.87872,0.4967441,873.29846,141.44133,0.8740532,955.00854,110.16792,0.2384795,939.2411,71.29748,0.93055594,969.3431,58.172462,0.7729539
1200,847.26373,192.97606,0.46889114,941.64105,146.11792,0.58742243,892.6628,136.67729,0.8877037,959.70386,110.04691,0.45683375,949.35455,70.46377,1.0,978.685,56.657505,0.9725362
1201,857.7678,188.52045,0.5487178,868.1273,165.18645,0.55305094,905.3837,130.86642,0.9418362,971.5052,106.88738,0.48020622,957.5788,68.924324,1.0,987.2404,54.387062,0.98873615
1202,880.34784,185.47484,0.70769197,885.8864,165.00594,0.7403514,913.88934,130.07526,0.9854186,1018.97656,107.71604,0.5120997,968.6222,68.02516,1.0,999.11523,54.5024,0.95281506
1203,906.81616,187.8629,0.7779501,908.46655,167.1566,0.65512913,926.8005,127.561356,0.9505766,1022.8346,111.4699,0.8193151,976.0226,68.02442,1.0,1006.6337,55.306866,1.0
1204,939.1335,187.96329,0.8775824,933.5205,167.8728,0.69661766,939.7531,128.8884,0.9994966,1035.0408,110.80728,0.89006746,985.4381,69.02684,1.0,1014.65234,56.89798,0.889925
1205,964.9282,183.9173,0.8623441,955.7959,166.74997,0.6863107,949.1997,131.45122,1.0,1043.877,114.11598,0.86586976,992.47986,70.76565,1.0,1023.49713,58.904846,0.97323024
1206,984.0631,180.70386,0.38128284,966.31464,156.38689,0.2854333,959.6472,126.2211,0.8584207,1054.4102,118.88482,0.9440922,1001.0305,70.91624,1.0,1028.9243,61.722607,0.94699365
1207,995.5253,177.81587,0.43313086,981.69183,160.3759,0.76546156,964.6117,127.12087,0.99300826,1066.3512,116.379654,0.8182985,1009.2982,71.0108,1.0,1041.4828,60.78233,0.9614065
1208,1010.734,183.84485,0.66585743,989.9858,158.86366,0.76633745,979.303,129.05139,0.94014406,1078.0099,119.65422,0.6598672,1018.7647,73.55298,1.0,1048.5483,60.79092,0.8582879
1209,1026.5635,191.51308,0.44399676,1004.2099,165.99652,0.6092828,989.9039,134.1133,0.7420049,1074.2844,118.3085,0.88306916,1028.0721,72.47811,1.0,1058.0864,61.832516,0.9160434
1210,1041.9958,193.505,0.8219426,1020.06976,173.74884,0.78867185,999.821,140.58034,0.87198395,1079.7311,121.12097,1.0,1036.3828,73.472496,1.0,1063.7228,63.248917,0.8886723
1211,1057.7314,191.07368,0.96310633,1036.1606,177.27757,0.7144818,1017.97815,145.86066,0.9442236,1088.4835,121.602104,0.9551731,1046.3004,74.19408,1.0,1073.3824,63.09735,0.89809257
1212,1075.3835,189.35397,0.8167863,1050.8933,175.81386,0.84469414,1026.9701,149.15825,0.96155363,1095.7756,119.53802,1.0,1054.0006,74.75394,1.0,1079.9797,64.13619,0.928235
1213,1088.8495,188.11227,0.89355916,1065.8241,173.20753,0.9443477,1038.6151,153.75987,0.9454708,1103.9678,121.53497,1.0,1061.1587,77.01689,1.0,1088.5498,65.2647,1.0
1214,1102.6011,186.60873,0.99284357,1078.4811,173.14043,0.9247426,1047.5693,156.62837,0.9969224,1113.9634,121.60373,1.0,1068.6797,77.8208,1.0,1096.3267,65.48281,0.979989
1215,1115.9913,185.06917,1.0,1090.4365,173.51677,0.9337861,1059.1389,159.21019,1.0,1124.3638,120.74992,1.0,1075.3969,77.56072,1.0,1103.2206,65.22428,1.0
1216,1127.0603,184.21944,0.97554433,1102.2051,173.31354,0.9502748,1070.3567,158.92305,1.0,1131.3047,122.59925,1.0,1083.9476,76.05593,1.0,1111.2668,64.41936,0.9631677
1217,1140.1388,182.92426,0.94357795,1115.564,172.97855,0.966851,1080.5881,160.24812,0.97643,1141.3564,119.28396,0.94939935,1091.3064,75.37821,1.0,1118.5221,63.832455,1.0
1218,1152.366,180.83215,0.91228235,1129.0262,172.84694,0.86715674,1092.2362,160.28822,0.98800886,1149.3259,118.27214,0.9575079,1098.5405,74.05126,1.0,1125.5334,62.634106,0.86897707
1219,1167.6669,178.7484,0.8820105,1142.6431,172.85129,0.95176667,1106.2504,159.32034,0.9550818,1157.1376,112.40188,0.8508089,1104.4303,73.08538,1.0,1131.5205,59.986523,0.9914656
1220,1181.0226,177.97325,0.7553349,1157.8167,173.18744,0.9105542,1117.719,158.50331,0.9780215,1170.0585,113.083206,0.8338261,1112.9943,72.41051,1.0,1137.9705,59.651005,0.89388764
1221,1193.5359,179.33255,0.7799856,1170.6199,176.42589,0.8300835,1130.8065,159.28558,0.94457936,1177.3982,111.40986,0.876959,1118.3699,73.32169,1.0,1144.0845,58.968563,0.82006025
1222,1204.3595,183.69922,0.5252742,1182.0199,179.9254,0.80004054,1141.6062,162.06964,0.9776299,1184.1345,115.04853,0.9782081,1126.9327,73.28677,1.0,1153.5912,57.238827,0.91947776
1223,1217.1968,187.88765,0.4933415,1191.53,183.30925,0.84674734,1152.435,163.27646,1.0,1191.6552,112.34612,0.90018076,1134.6183,71.33168,1.0,1159.8949,56.874565,0.87537646
1224,1218.2097,193.31618,0.775563,1194.9836,187.7175,0.8403117,1160.8032,165.95375,0.98992383,1200.1279,115.23635,0.98160154,1142.987,71.91711,1.0,1169.2661,57.607063,0.8923155
1225,1220.1409,194.5239,0.8957435,1198.692,191.67581,0.94129,1164.2955,166.42987,1.0,1206.2365,115.44705,0.9872957,1150.3964,71.58949,1.0,1177.5823,57.39169,0.9142181
1226,1220.0374,195.21007,0.9511762,1196.7041,193.66736,0.9832787,1164.7797,167.43298,1.0,1213.7985,117.0547,1.0,1157.9099,72.131546,1.0,1185.7446,58.585262,0.90928876
1227,1220.6384,195.61066,1.0,1195.0908,193.97198,0.9713267,1165.028,167.45068,1.0,1228.4404,119.00343,0.90796643,1166.0308,73.45269,1.0,1194.4822,60.444782,0.8804978
1228,1221.0999,195.88373,1.0,1195.6796,193.85489,0.98892623,1166.8948,166.9948,1.0,1233.6644,121.46921,0.9477964,1171.7498,75.49255,1.0,1202.301,62.361095,0.98982906
1229,1221.0903,195.55048,1.0,1196.198,194.2811,1.0,1167.9832,166.43964,1.0,1239.0264,121.79777,0.9563523,1176.8173,78.1814,1.0,1206.5385,64.42696,0.9138791
1230,1220.9739,196.11151,0.96591026,1196.1305,194.74753,1.0,1167.9261,166.04865,1.0,1246.6095,127.340996,0.7945219,1181.4478,79.74148,1.0,1211.2858,65.95828,0.9760364
1231,1220.7032,195.92155,0.9207233,1196.0663,194.74469,1.0,1169.1666,165.30551,1.0,1248.3912,128.22552,0.79687935,1187.2001,80.54061,1.0,1218.495,67.69461,0.9521904
1232,1220.2045,196.0821,0.9458704,1195.8539,195.08203,0.99498117,1170.3933,165.06062,1.0,1253.753,129.21146,0.85066426,1194.0109,81.90041,1.0,1224.832,68.37235,0.9701245
1233,1219.8121,196.69298,0.84211856,1195.8949,195.14941,0.99209434,1172.5637,164.34949,1.0,1263.0461,130.332,0.892591,1201.8184,82.00424,1.0,1237.2944,68.86977,0.9276363
1234,1219.502,196.21811,0.8849115,1196.4769,195.27469,0.97291833,1174.6359,162.96216,1.0,1265.2487,133.38141,0.8000156,1208.6497,82.16391,1.0,1243.1921,68.6976,0.95665777
1235,1218.8031,196.0384,0.8146867,1197.1376,194.93253,0.9387681,1176.5958,162.22272,0.99437165,1266.73,132.65414,0.6518678,1217.1708,82.25141,0.95256144,1250.214,68.13286,0.95745325
1236,1219.5259,195.37321,0.6772412,1197.8004,194.8551,0.861947,1178.7899,160.26944,0.9977317,1277.5577,130.84189,0.5212647,1223.7272,82.04592,0.997238,1257.8304,68.34047,0.94211364
1237,1220.0828,194.83095,0.6380519,1199.8114,194.17249,0.8140718,1181.2993,159.185,1.0,1281.4064,128.72379,0.5893435,1230.8785,81.53743,0.9366154,1263.642,67.81074,0.9795073
1238,1220.6171,192.35939,0.60475785,1200.268,193.55264,0.79805654,1185.3683,155.88843,0.9608453,1279.7218,127.46902,0.44566822,1237.2828,80.88183,1.0,1270.8079,67.35602,0.97637415
1239,1220.0167,193.695,0.675368,1200.9043,192.60341,0.7906529,1187.0171,154.61165,0.97945344,1300.6691,127.20068,0.4463626,1242.546,80.22801,0.921174,1276.0879,64.424324,0.94384074
1240,1219.9137,193.07135,0.55969214,1200.447,191.04727,0.7362275,1190.2032,153.95622,0.96550405,1256.9802,129.17245,0.35422263,1246.2118,80.681046,0.92243063,1281.2584,64.80683,0.93868273
1241,1222.2643,191.90172,0.6145259,1200.286,189.99539,0.67657536,1194.2097,150.67729,1.0,1264.6636,129.03633,0.46707854,1254.5103,79.21505,1.0,1291.688,62.392284,0.8239944
1242,1223.7745,191.74191,0.6435646,1201.5785,187.9368,0.7483979,1198.1335,147.7445,1.0,1319.814,117.120514,0.4102642,1257.7286,78.40343,0.897664,1294.4326,62.407486,0.84757996
1243,1223.841,192.30093,0.6986908,1202.9589,186.63123,0.7731962,1201.1377,147.44414,1.0,1331.2972,113.521286,0.41432133,1266.0305,75.49473,1.0,1299.9868,58.12586,0.8859757
1244,1224.4193,191.74306,0.62503046,1203.7438,183.9911,0.70751184,1206.5897,145.98589,1.0,1290.6925,114.60354,0.3486958,1273.6077,72.99858,0.99828815,1306.9095,57.42905,0.8467345
1245,1225.212,193.1148,0.55941635,1205.2375,183.46129,0.6397962,1214.5905,144.29434,1.0,1297.2164,113.52801,0.60026884,1280.6769,70.53403,1.0,1313.5502,55.10216,0.8909982
1246,1224.5851,195.66174,0.569411,1207.043,180.42592,0.6523889,1224.4354,140.63712,0.99437654,1305.6669,109.53711,0.4080963,1290.812,66.928734,0.9461717,1326.2401,51.76882,0.7567159
1247,1223.7761,197.06229,0.5391469,1213.9347,176.50229,0.5299684,1237.0776,138.75978,1.0,1310.1674,110.43331,0.41599497,1298.9916,64.42331,1.0,1330.2941,48.651405,0.8521446
1248,1225.1566,193.81247,0.3345478,1226.7122,176.5127,0.40398902,1251.619,133.88077,1.0,1356.7911,104.833954,0.44858122,1306.7625,61.513733,1.0,1337.7246,46.503983,0.72575593
1249,1222.7299,186.53122,0.17936331,1245.1202,166.67319,0.36380845,1262.6499,127.97468,0.9725511,1365.4207,103.05643,0.47874567,1313.5892,60.564846,1.0,1345.9121,47.604084,0.7852354
1250,1253.1205,184.4653,0.5604361,1256.2963,165.6672,0.4956919,1272.9733,128.28906,0.8200021,1372.2517,105.05792,0.8457139,1323.3942,60.400295,1.0,1351.69,48.722633,0.8073039
1251,1282.8359,182.3953,0.13548951,1270.2103,142.16245,0.30764064,1282.3989,119.94092,0.55233455,1378.6738,105.37389,0.546725,1325.515,62.178688,0.978453,1355.1504,50.15466,0.99630046
1252,1365.1478,194.09763,0.42590785,1293.3445,153.65604,0.19791603,1292.0549,117.342834,1.0,1388.0719,108.42408,0.91189635,1332.3431,63.481247,1.0,1360.6404,53.15222,1.0
1253,1323.6432,179.21133,0.39569607,1309.1802,156.25533,0.5686016,1299.4392,116.74702,0.9637083,1399.1368,110.416725,0.72731775,1338.902,64.84054,1.0,1367.2235,53.71679,0.9029412
1254,1342.2433,181.40019,0.4286415,1320.9001,159.52802,0.64376074,1309.1475,121.23165,0.9567461,1405.6108,114.09559,0.62012845,1340.8281,67.037796,1.0,1371.7074,55.164944,0.91152763
1255,1360.993,190.53954,0.62669754,1335.8488,162.74934,0.76779187,1321.0054,124.88917,0.9327032,1408.3629,118.29508,0.6849171,1347.8195,67.91415,1.0,1377.5493,56.031975,0.9118282
1256,1366.2817,190.71457,0.7297062,1345.5173,163.57791,0.74193066,1328.1458,127.79467,0.9367261,1416.1278,119.69584,0.92718977,1355.2003,68.86342,1.0,1385.193,58.351143,0.78252196
1257,1375.9103,186.6644,0.8893009,1353.4341,162.50764,0.7860913,1336.3479,130.74216,0.7676035,1414.7269,119.84889,1.0,1362.2771,71.025185,1.0,1391.8419,59.486637,0.84290767
1258,1386.9135,186.18298,0.85530335,1365.2555,166.30626,0.8181305,1343.8242,135.78714,0.8720401,1420.6672,119.312645,1.0,1368.0132,72.74089,1.0,1396.4425,60.67269,0.8931782
1259,1401.1882,187.55,0.9659166,1376.9143,170.33238,0.76952815,1353.1024,142.55368,0.8561091,1427.4005,119.017586,1.0,1372.9525,74.735306,1.0,1402.0122,60.78869,0.8092104
1260,1411.9968,187.61685,0.94868964,1388.8839,168.12752,0.7956892,1358.6018,144.16159,0.8172959,1436.8141,117.53345,1.0,1383.3235,74.34384,1.0,1410.8805,61.52983,0.8688537
1261,1423.5874,185.42476,0.92053133,1398.4264,169.89964,0.8743138,1370.1622,148.80371,0.72919405,1441.755,120.76066,0.92951524,1388.821,75.05397,1.0,1416.0879,62.21425,0.896583
1262,1434.2316,184.58447,0.9573926,1409.1741,169.96396,0.8114509,1380.9174,154.9754,0.78874063,1450.4181,118.5358,1.0,1396.4473,76.533745,1.0,1424.7024,62.682426,0.8943793
1263,1447.0187,182.91817,0.9537529,1420.629,171.02553,0.9060619,1389.7854,158.32384,0.83303356,1455.4299,119.096855,0.93032473,1403.4049,75.45304,1.0,1430.7765,63.8161,0.9039102
1264,1457.5248,182.01486,1.0,1430.6385,171.02205,0.9246946,1398.5966,160.23285,0.9191227,1461.834,118.61423,0.91751224,1407.5636,76.72605,0.9932983,1436.3384,62.73903,1.0
1265,1467.2281,180.69531,1.0,1440.8076,171.24445,0.97324175,1407.4777,162.0001,0.8477671,1472.056,120.08763,0.8992424,1415.0752,75.6024,1.0,1443.3894,62.171814,0.983829
1266,1479.2606,180.47707,1.0,1451.6932,172.02087,1.0,1415.1797,162.59666,0.94111115,1477.2511,119.93088,0.8898949,1419.8142,75.47882,1.0,1448.9071,62.49106,0.8944246
1267,1490.195,179.81036,1.0,1464.1816,172.9458,0.9592062,1427.257,163.6488,0.976591,1487.8444,116.168625,0.86932486,1424.2109,76.002205,1.0,1454.3162,61.40479,0.9783899
1268,1502.3756,179.55963,1.0,1474.8499,173.8841,0.9511101,1436.4474,163.69595,0.9789169,1494.7026,117.04967,0.9269888,1431.5542,74.48706,1.0,1460.1859,60.336346,0.9442061
1269,1513.7401,179.49615,1.0,1488.2363,174.5053,0.892685,1447.81,165.54852,0.86971515,1501.1469,115.09476,0.85788906,1435.9707,75.028786,1.0,1464.3167,59.61104,0.85179275
1270,1525.8353,179.84776,1.0,1497.714,176.24088,0.84845054,1458.176,166.16505,0.9555526,1507.5498,116.00904,0.99919015,1441.9396,74.37429,1.0,1471.2378,58.901325,0.9040359
1271,1537.4325,181.71114,0.8673751,1507.5553,178.06795,0.94523555,1469.6864,167.68266,0.99416304,1517.4703,117.78805,0.9814518,1448.6758,72.76579,1.0,1477.5885,57.471527,0.8283686
1272,1549.3705,183.04344,0.85083,1520.8372,181.63402,0.9199063,1479.0101,169.72237,0.9746605,1520.5771,118.36772,1.0,1454.6039,73.2882,1.0,1484.8774,58.145416,0.8831674
1273,1555.9232,184.92451,0.73006415,1528.5314,184.14989,0.8043491,1486.0662,170.53859,1.0,1525.9766,117.28149,0.95145637,1459.3751,71.05106,1.0,1490.6088,56.523964,0.9176204
1274,1559.4727,186.49194,0.6498798,1533.3474,185.9167,0.75675035,1492.427,170.96062,1.0,1533.8425,116.71892,0.9853793,1466.5326,69.628365,1.0,1498.3585,54.340084,0.99967265
1275,1560.5894,189.94243,0.5821988,1538.108,192.17717,0.84187955,1498.1732,171.23895,1.0,1537.7843,116.8356,0.93476784,1471.848,69.6391,1.0,1501.6218,55.186043,0.9511564
1276,1569.1305,190.87439,0.6255636,1537.5918,193.26857,0.8317706,1499.6516,172.54164,1.0,1545.8068,119.398415,1.0,1478.5294,69.82852,1.0,1509.7863,54.591476,0.8761872
1277,1569.954,190.03712,0.5800655,1534.8685,194.28296,0.8044117,1499.0809,172.65889,1.0,1549.8816,120.771164,1.0,1487.297,67.7625,1.0,1517.1562,53.72635,0.9732485
1278,1569.2532,193.78534,0.7491976,1534.1965,194.13942,0.8437893,1499.5406,172.92386,1.0,1553.6945,120.6365,1.0,1493.0859,68.73523,1.0,1523.6583,53.382538,0.9887855
1279,1565.3511,194.4442,0.93315303,1533.403,194.3156,0.97221774,1500.3685,172.8138,1.0,1559.6416,121.73724,1.0,1497.661,71.47668,1.0,1531.0139,55.613594,0.92417175
1280,1565.3738,194.06874,1.0,1533.2262,194.02611,1.0,1501.5665,172.66806,1.0,1562.7126,124.12937,1.0,1503.0894,71.06942,1.0,1534.7115,56.57565,0.9146543
1281,1565.657,194.33441,1.0,1533.4471,194.48347,1.0,1503.2728,172.8731,1.0,1570.8052,124.453255,1.0,1504.3375,73.88516,1.0,1536.3387,59.434444,0.978957
1282,1565.8615,194.49707,1.0,1534.0017,194.13937,0.9975484,1504.4447,172.90585,1.0,1573.8761,128.64743,0.94815415,1509.803,74.2378,1.0,1542.0037,61.194492,0.97228515
1283,1565.9819,194.71364,1.0,1533.5449,193.42213,0.92513096,1505.246,172.56113,1.0,1577.36,130.40233,1.0,1513.9554,74.85949,1.0,1545.8685,63.23091,0.96216846
1284,1566.3834,195.0576,1.0,1533.83,193.7824,0.94896305,1506.8564,172.56384,1.0,1580.6965,134.05779,1.0,1519.9026,75.78034,0.9372302,1551.4119,63.314495,1.0
1285,1566.661,194.66798,1.0,1534.1698,193.56587,0.9403343,1507.4963,170.60757,1.0,1591.0455,132.62656,1.0,1525.4269,79.45535,0.9898215,1557.1062,64.69919,0.92700785
1286,1567.1484,194.65866,1.0,1535.852,193.50238,0.99336416,1509.2018,169.85652,1.0,1597.2908,133.86546,1.0,1530.5366,78.3911,0.97363275,1560.4354,65.05619,0.9670093
1287,1567.2174,194.30188,1.0,1535.9329,193.94528,0.9867448,1508.9421,168.90121,1.0,1601.7142,133.68643,1.0,1535.5261,79.464745,0.9637915,1565.4359,65.99062,0.95756745
1288,1567.7847,194.6656,1.0,1537.7164,193.10837,0.98079705,1512.683,168.19951,0.9763018,1605.3568,133.7987,1.0,1539.3877,81.909996,1.0,1570.3282,66.70507,0.93495363
1289,1567.2793,194.5675,1.0,1537.5214,193.24287,1.0,1511.4681,167.2755,1.0,1610.0995,132.96304,1.0,1542.683,81.30958,1.0,1574.9768,66.932884,0.9971665
